Freq.	V(out)
Step Information: Run=1  (Run: 1/100)
3.15478672240097e+004	(2.16434201800438e+001dB,-6.10821599329270e+001°)
3.97164117362142e+004	(2.02775331138842e+001dB,-7.02953051139031e+001°)
5.00000000000001e+004	(1.86643853379050e+001dB,-7.96324056475558e+001°)
6.29462705897085e+004	(1.68172289311664e+001dB,-8.90097040724051e+001°)
7.92446596230558e+004	(1.47434488720664e+001dB,-9.84195027913775e+001°)
9.97631157484442e+004	(1.24392540809569e+001dB,-1.07868472052920e+002°)
1.25594321575479e+005	(9.89229028740990e+000dB,-1.17309450036750e+002°)
1.58113883008419e+005	(7.09095836961626e+000dB,-1.26603461542827e+002°)
1.99053585276749e+005	(4.03556648680465e+000dB,-1.35536717380775e+002°)
2.50593616813637e+005	(7.44599902992391e-001dB,-1.43886414982188e+002°)
3.15478672240097e+005	(-2.74763428187954e+000dB,-1.51495512493784e+002°)
3.97164117362142e+005	(-6.39955012417947e+000dB,-1.58314459490872e+002°)
5.00000000000000e+005	(-1.01713137568202e+001dB,-1.64399093666199e+002°)
Step Information: Run=45  (Run: 45/100)
5.00000000000000e+000	(-4.21771290269625e+000dB,-1.50628048384052e+002°)
6.29462705897084e+000	(1.07694705839193e+000dB,-1.61414207926346e+002°)
7.92446596230557e+000	(6.05688358395977e+000dB,-1.74780182417097e+002°)
9.97631157484440e+000	(1.06031212826207e+001dB,1.69435580738795e+002°)
1.25594321575479e+001	(1.45969504411450e+001dB,1.51696503560501e+002°)
1.58113883008419e+001	(1.79469393198865e+001dB,1.32790930386884e+002°)
1.99053585276749e+001	(2.06169174727239e+001dB,1.13724852987647e+002°)
2.50593616813636e+001	(2.26384387855361e+001dB,9.55026519271870e+001°)
3.15478672240097e+001	(2.40989617610308e+001dB,7.89046466266192e+001°)
3.97164117362141e+001	(2.51137372741536e+001dB,6.43730865106883e+001°)
5.00000000000000e+001	(2.57978396603350e+001dB,5.20299119283234e+001°)
6.29462705897084e+001	(2.62490104975967e+001dB,4.17705194332707e+001°)
7.92446596230557e+001	(2.65420573840853e+001dB,3.33674004839605e+001°)
9.97631157484440e+001	(2.67304516963619e+001dB,2.65484377832529e+001°)
1.25594321575479e+002	(2.68507423568193e+001dB,2.10438839951297e+001°)
1.58113883008419e+002	(2.69271960110988e+001dB,1.66092685774237e+001°)
1.99053585276749e+002	(2.69756235586467e+001dB,1.30334400325670e+001°)
2.50593616813636e+002	(2.70061987243248e+001dB,1.01387076987468e+001°)
3.15478672240097e+002	(2.70254089210662e+001dB,7.77736592325567e+000°)
3.97164117362141e+002	(2.70373557401923e+001dB,5.82692177663892e+000°)
5.00000000000000e+002	(2.70445999787209e+001dB,4.18515420503227e+000°)
6.29462705897084e+002	(2.70486982220383e+001dB,2.76547709228653e+000°)
7.92446596230557e+002	(2.70505324219350e+001dB,1.49274370687606e+000°)
9.97631157484441e+002	(2.70504978584151e+001dB,2.99470204456191e-001°)
1.25594321575479e+003	(2.70485878862735e+001dB,-8.77612771122630e-001°)
1.58113883008419e+003	(2.70443932385005e+001dB,-2.10079262642284e+000°)
1.99053585276749e+003	(2.70370163984107e+001dB,-3.43449667092967e+000°)
2.50593616813636e+003	(2.70248849846256e+001dB,-4.94837510723658e+000°)
3.15478672240097e+003	(2.70054301775836e+001dB,-6.72034414930879e+000°)
3.97164117362141e+003	(2.69745763525472e+001dB,-8.83944413282898e+000°)
5.00000000000001e+003	(2.69259693994544e+001dB,-1.14080957142639e+001°)
6.29462705897085e+003	(2.68498659287878e+001dB,-1.45428571378502e+001°)
7.92446596230558e+003	(2.67316452053749e+001dB,-1.83720267696289e+001°)
9.97631157484441e+003	(2.65500538341069e+001dB,-2.30274776773761e+001°)
1.25594321575479e+004	(2.62756406879106e+001dB,-2.86275414929127e+001°)
1.58113883008419e+004	(2.58704171282619e+001dB,-3.52492081640202e+001°)
1.99053585276749e+004	(2.52902966132947e+001dB,-4.28939258464291e+001°)
2.50593616813637e+004	(2.44914250447428e+001dB,-5.14622625100096e+001°)
3.15478672240097e+004	(2.34391013125834e+001dB,-6.07603287751467e+001°)
3.97164117362142e+004	(2.21145837086663e+001dB,-7.05488321051794e+001°)
5.00000000000001e+004	(2.05146624641611e+001dB,-8.06121395448977e+001°)
6.29462705897085e+004	(1.86438141411588e+001dB,-9.08013152369966e+001°)
7.92446596230558e+004	(1.65047791385325e+001dB,-1.01022108764623e+002°)
9.97631157484442e+004	(1.40945499210020e+001dB,-1.11180940175658e+002°)
1.25594321575479e+005	(1.14086361935213e+001dB,-1.21131824136276e+002°)
1.58113883008419e+005	(8.45053830270640e+000dB,-1.30666605529108e+002°)
1.99053585276749e+005	(5.23937173131896e+000dB,-1.39560103691693e+002°)
2.50593616813637e+005	(1.80994632746792e+000dB,-1.47639914733989e+002°)
3.15478672240097e+005	(-1.79429190035144e+000dB,-1.54835062449114e+002°)
3.97164117362142e+005	(-5.53027239688989e+000dB,-1.61182156192366e+002°)
5.00000000000000e+005	(-9.36168137935110e+000dB,-1.66800800731765e+002°)
Step Information: Run=46  (Run: 46/100)
5.00000000000000e+000	(-3.65294029132752e+000dB,-1.52347030420608e+002°)
6.29462705897084e+000	(1.58411882183634e+000dB,-1.63819904186995e+002°)
7.92446596230557e+000	(6.47919474355098e+000dB,-1.77840108070505e+002°)
9.97631157484440e+000	(1.09118721295683e+001dB,1.65811818764302e+002°)
1.25594321575479e+001	(1.47671483045012e+001dB,1.47672408039355e+002°)
1.58113883008419e+001	(1.79640755666284e+001dB,1.28592302101153e+002°)
1.99053585276749e+001	(2.04817564025022e+001dB,1.09597692345312e+002°)
2.50593616813636e+001	(2.23664980518775e+001dB,9.16580486191904e+001°)
3.15478672240097e+001	(2.37149774050089e+001dB,7.54804630165566e+001°)
3.97164117362141e+001	(2.46446854676309e+001dB,6.14274439233963e+001°)
5.00000000000000e+001	(2.52678575332964e+001dB,4.95586059446520e+001°)
6.29462705897084e+001	(2.56771874288392e+001dB,3.97318015540624e+001°)
7.92446596230557e+001	(2.59423272644947e+001dB,3.17028114635366e+001°)
9.97631157484440e+001	(2.61124668676910e+001dB,2.51962596204353e+001°)
1.25594321575479e+002	(2.62209655288119e+001dB,1.99462248275099e+001°)
1.58113883008419e+002	(2.62898590444419e+001dB,1.57149559936637e+001°)
1.99053585276749e+002	(2.63334557890418e+001dB,1.22985663560985e+001°)
2.50593616813636e+002	(2.63609393253453e+001dB,9.52602451121845e+000°)
3.15478672240097e+002	(2.63781509453770e+001dB,7.25520038793073e+000°)
3.97164117362141e+002	(2.63887693698030e+001dB,5.36795223314828e+000°)
5.00000000000000e+002	(2.63950720949917e+001dB,3.76519250777896e+000°)
6.29462705897084e+002	(2.63984139095998e+001dB,2.36230523394559e+000°)
7.92446596230557e+002	(2.63995142051297e+001dB,1.08500294488838e+000°)
9.97631157484441e+002	(2.63986104968384e+001dB,-1.34421161120594e-001°)
1.25594321575479e+003	(2.63955097047446e+001dB,-1.36054350141669e+000°)
1.58113883008419e+003	(2.63895482727523e+001dB,-2.65807036571517e+000°)
1.99053585276749e+003	(2.63794541260213e+001dB,-4.09499486099012e+000°)
2.50593616813636e+003	(2.63630852844240e+001dB,-5.74568048597185e+000°)
3.15478672240097e+003	(2.63370003030730e+001dB,-7.69378501636341e+000°)
3.97164117362141e+003	(2.62957960489582e+001dB,-1.00347158807221e+001°)
5.00000000000001e+003	(2.62311370546790e+001dB,-1.28769064776011e+001°)
6.29462705897085e+003	(2.61304216895219e+001dB,-1.63405414210977e+001°)
7.92446596230558e+003	(2.59751358258389e+001dB,-2.05514445733236e+001°)
9.97631157484441e+003	(2.57392201842015e+001dB,-2.56270470734111e+001°)
1.25594321575479e+004	(2.53882922105469e+001dB,-3.16519204657684e+001°)
1.58113883008419e+004	(2.48811713992894e+001dB,-3.86446940091033e+001°)
1.99053585276749e+004	(2.41751618111835e+001dB,-4.65280131042402e+001°)
2.50593616813637e+004	(2.32348071379871e+001dB,-5.51237679983691e+001°)
3.15478672240097e+004	(2.20403858374520e+001dB,-6.41920773618794e+001°)
3.97164117362142e+004	(2.05904184071685e+001dB,-7.35042875506205e+001°)
5.00000000000001e+004	(1.88955784295251e+001dB,-8.29084705222496e+001°)
6.29462705897085e+004	(1.69676085201112e+001dB,-9.23468927680950e+001°)
7.92446596230558e+004	(1.48099934570492e+001dB,-1.01818346496487e+002°)
9.97631157484442e+004	(1.24153835265244e+001dB,-1.11310136655808e+002°)
1.25594321575479e+005	(9.77099979508197e+000dB,-1.20737313997169e+002°)
1.58113883008419e+005	(6.86934184276710e+000dB,-1.29924109627857e+002°)
1.99053585276749e+005	(3.71813237829420e+000dB,-1.38642601095991e+002°)
2.50593616813637e+005	(3.43274087226554e-001dB,-1.46687426926908e+002°)
3.15478672240097e+005	(-3.21654047552568e+000dB,-1.53940705639688e+002°)
3.97164117362142e+005	(-6.91918803657056e+000dB,-1.60395215879756e+002°)
5.00000000000000e+005	(-1.07270083131573e+001dB,-1.66138865632192e+002°)
Step Information: Run=47  (Run: 47/100)
5.00000000000000e+000	(-2.83210143904503e+000dB,-1.51620743236500e+002°)
6.29462705897084e+000	(2.42060907937442e+000dB,-1.63010107698261e+002°)
7.92446596230557e+000	(7.33654765721755e+000dB,-1.76942153963106e+002°)
9.97631157484440e+000	(1.17958386114898e+001dB,1.66786952196113e+002°)
1.25594321575479e+001	(1.56827043038937e+001dB,1.48695458314624e+002°)
1.58113883008419e+001	(1.89138471228863e+001dB,1.29619221580136e+002°)
1.99053585276749e+001	(2.14650154299688e+001dB,1.10579929608814e+002°)
2.50593616813636e+001	(2.33794030808802e+001dB,9.25549438330221e+001°)
3.15478672240097e+001	(2.47518743642961e+001dB,7.62671661807229e+001°)
3.97164117362141e+001	(2.56996232987425e+001dB,6.20956687477042e+001°)
5.00000000000000e+001	(2.63356243582576e+001dB,5.01124746235148e+001°)
6.29462705897084e+001	(2.67537183660914e+001dB,4.01824615871027e+001°)
7.92446596230557e+001	(2.70246820743769e+001dB,3.20640973908389e+001°)
9.97631157484440e+001	(2.71986203215838e+001dB,2.54819735445769e+001°)
1.25594321575479e+002	(2.73095657422990e+001dB,2.01687399423074e+001°)
1.58113883008419e+002	(2.73800210759213e+001dB,1.58846589550450e+001°)
1.99053585276749e+002	(2.74246067073234e+001dB,1.24237487468856e+001°)
2.50593616813636e+002	(2.74527094613200e+001dB,9.61297531593116e+000°)
3.15478672240097e+002	(2.74703001832836e+001dB,7.30836034785375e+000°)
3.97164117362141e+002	(2.74811377793918e+001dB,5.39005833773241e+000°)
5.00000000000000e+002	(2.74875464045177e+001dB,3.75737779235673e+000°)
6.29462705897084e+002	(2.74909034659827e+001dB,2.32413739534203e+000°)
7.92446596230557e+002	(2.74919315998365e+001dB,1.01445336638651e+000°)
9.97631157484441e+002	(2.74908528500847e+001dB,-2.41083486264668e-001°)
1.25594321575479e+003	(2.74874367050226e+001dB,-1.50893784184482e+000°)
1.58113883008419e+003	(2.74809524533025e+001dB,-2.85597359823693e+000°)
1.99053585276749e+003	(2.74700174658556e+001dB,-4.35269426949265e+000°)
2.50593616813636e+003	(2.74523139906016e+001dB,-6.07639984942407e+000°)
3.15478672240097e+003	(2.74241266828559e+001dB,-8.11415089958608e+000°)
3.97164117362141e+003	(2.73796334724661e+001dB,-1.05651851218042e+001°)
5.00000000000001e+003	(2.73098735487030e+001dB,-1.35419931956637e+001°)
6.29462705897085e+003	(2.72013455655291e+001dB,-1.71685526543820e+001°)
7.92446596230558e+003	(2.70343142344068e+001dB,-2.15732798719000e+001°)
9.97631157484441e+003	(2.67812131007951e+001dB,-2.68735588421968e+001°)
1.25594321575479e+004	(2.64060790165560e+001dB,-3.31496717276755e+001°)
1.58113883008419e+004	(2.58665296143700e+001dB,-4.04110951970503e+001°)
1.99053585276749e+004	(2.51195992429868e+001dB,-4.85686223402737e+001°)
2.50593616813637e+004	(2.41306760544737e+001dB,-5.74352010237321e+001°)
3.15478672240097e+004	(2.28812885319619e+001dB,-6.67707947670810e+001°)
3.97164117362142e+004	(2.13701758943752e+001dB,-7.63553762852471e+001°)
5.00000000000001e+004	(1.96060801509117e+001dB,-8.60455989991318e+001°)
6.29462705897085e+004	(1.75969113062382e+001dB,-9.57788038698169e+001°)
7.92446596230558e+004	(1.53422798157204e+001dB,-1.05525206567890e+002°)
9.97631157484442e+004	(1.28338029798192e+001dB,-1.15220566387336e+002°)
1.25594321575479e+005	(1.00630064768043e+001dB,-1.24721531240495e+002°)
1.58113883008419e+005	(7.03211427318336e+000dB,-1.33814350220881e+002°)
1.99053585276749e+005	(3.76070651954427e+000dB,-1.42274873902697e+002°)
2.50593616813637e+005	(2.83971682953244e-001dB,-1.49941536722706e+002°)
3.15478672240097e+005	(-3.35544518533873e+000dB,-1.56757994483489e+002°)
3.97164117362142e+005	(-7.11637309581790e+000dB,-1.62772271199900e+002°)
5.00000000000000e+005	(-1.09648391398279e+001dB,-1.68109179663459e+002°)
Step Information: Run=48  (Run: 48/100)
5.00000000000000e+000	(-5.63031849365437e+000dB,-1.51206207319923e+002°)
6.29462705897084e+000	(-3.49992360298134e-001dB,-1.62036556833798e+002°)
7.92446596230557e+000	(4.61177082534676e+000dB,-1.75440693023073e+002°)
9.97631157484440e+000	(9.13639705330124e+000dB,1.68757798782607e+002°)
1.25594321575479e+001	(1.31070356173142e+001dB,1.51035457800031e+002°)
1.58113883008419e+001	(1.64352522298814e+001dB,1.32184556270567e+002°)
1.99053585276749e+001	(1.90877145161881e+001dB,1.13201804330451e+002°)
2.50593616813636e+001	(2.10972566512937e+001dB,9.50737205148357e+001°)
3.15478672240097e+001	(2.25507886268232e+001dB,7.85639882048066e+001°)
3.97164117362141e+001	(2.35620516703635e+001dB,6.41057580234824e+001°)
5.00000000000000e+001	(2.42446335209275e+001dB,5.18191182094207e+001°)
6.29462705897084e+001	(2.46952563590346e+001dB,4.16014569114155e+001°)
7.92446596230557e+001	(2.49881658426608e+001dB,3.32282360540857e+001°)
9.97631157484440e+001	(2.51765677592453e+001dB,2.64299298260190e+001°)
1.25594321575479e+002	(2.52969001863174e+001dB,2.09386531191742e+001°)
1.58113883008419e+002	(2.53733886301808e+001dB,1.65111231923584e+001°)
1.99053585276749e+002	(2.54218300549869e+001dB,1.29368419834176e+001°)
2.50593616813636e+002	(2.54523922516450e+001dB,1.00383520395790e+001°)
3.15478672240097e+002	(2.54715561799215e+001dB,7.66782827917975e+000°)
3.97164117362141e+002	(2.54834119721173e+001dB,5.70233286345896e+000°)
5.00000000000000e+002	(2.54905002069955e+001dB,4.03887039970826e+000°)
6.29462705897084e+002	(2.54943436247439e+001dB,2.58972257601905e+000°)
7.92446596230557e+002	(2.54957692469773e+001dB,1.27820356164963e+000°)
9.97631157484441e+002	(2.54950845497517e+001dB,3.48164705139696e-002°)
1.25594321575479e+003	(2.54921436089105e+001dB,-1.20627642193637e+000°)
1.58113883008419e+003	(2.54863172909640e+001dB,-2.51057377643389e+000°)
1.99053585276749e+003	(2.54763625670639e+001dB,-3.94643189624116e+000°)
2.50593616813636e+003	(2.54601672901575e+001dB,-5.58816886500107e+000°)
3.15478672240097e+003	(2.54343268444973e+001dB,-7.51899136968472e+000°)
3.97164117362141e+003	(2.53934893227497e+001dB,-9.83343779745979e+000°)
5.00000000000001e+003	(2.53293946293756e+001dB,-1.26386310158314e+001°)
6.29462705897085e+003	(2.52295538869142e+001dB,-1.60529753453445e+001°)
7.92446596230558e+003	(2.50756207047908e+001dB,-2.02000210667509e+001°)
9.97631157484441e+003	(2.48417807758884e+001dB,-2.51944235901839e+001°)
1.25594321575479e+004	(2.44940006253240e+001dB,-3.11174843534144e+001°)
1.58113883008419e+004	(2.39915870027621e+001dB,-3.79840766316523e+001°)
1.99053585276749e+004	(2.32925229675078e+001dB,-4.57125984951563e+001°)
2.50593616813637e+004	(2.23623228003849e+001dB,-5.41202712959865e+001°)
3.15478672240097e+004	(2.11826967167080e+001dB,-6.29626250683671e+001°)
3.97164117362142e+004	(1.97542681665573e+001dB,-7.20080631168226e+001°)
5.00000000000001e+004	(1.80906087825347e+001dB,-8.11065600960334e+001°)
6.29462705897085e+004	(1.62069651666934e+001dB,-9.02119461997963e+001°)
7.92446596230558e+004	(1.41101412912760e+001dB,-9.93493615280146e+001°)
9.97631157484442e+004	(1.17943514243490e+001dB,-1.08549123297056e+002°)
1.25594321575479e+005	(9.24466131585084e+000dB,-1.17779134053149e+002°)
1.58113883008419e+005	(6.44667940602440e+000dB,-1.26908287323307e+002°)
1.99053585276749e+005	(3.39796448318107e+000dB,-1.35723895267128e+002°)
2.50593616813637e+005	(1.14663920534488e-001dB,-1.43998121639673e+002°)
3.15478672240097e+005	(-3.37049798237027e+000dB,-1.51564979594711e+002°)
3.97164117362142e+005	(-7.01669057138500e+000dB,-1.58365249667747e+002°)
5.00000000000000e+005	(-1.07842150564602e+001dB,-1.64446807610063e+002°)
Step Information: Run=49  (Run: 49/100)
5.00000000000000e+000	(-5.02536048949893e+000dB,-1.47476805680133e+002°)
6.29462705897084e+000	(3.37372941428935e-001dB,-1.57820290137086e+002°)
7.92446596230557e+000	(5.40980010926687e+000dB,-1.70715506569295e+002°)
9.97631157484440e+000	(1.00764856280548e+001dB,1.73932139097879e+002°)
1.25594321575479e+001	(1.42167869029685e+001dB,1.56501170076443e+002°)
1.58113883008419e+001	(1.77298966510395e+001dB,1.37702331141510e+002°)
1.99053585276749e+001	(2.05643404723296e+001dB,1.18505027611006e+002°)
2.50593616813636e+001	(2.27357440461812e+001dB,9.99363694503636e+001°)
3.15478672240097e+001	(2.43207250754541e+001dB,8.28456514433508e+001°)
3.97164117362141e+001	(2.54310672069876e+001dB,6.77574142389700e+001°)
5.00000000000000e+001	(2.61842127934662e+001dB,5.48611418695158e+001°)
6.29462705897084e+001	(2.66830885668105e+001dB,4.40942021895204e+001°)
7.92446596230557e+001	(2.70080854130088e+001dB,3.52481055495546e+001°)
9.97631157484440e+001	(2.72174311416504e+001dB,2.80543378036678e+001°)
1.25594321575479e+002	(2.73512687795251e+001dB,2.22383436535775e+001°)
1.58113883008419e+002	(2.74363984956926e+001dB,1.75471945475678e+001°)
1.99053585276749e+002	(2.74903428073203e+001dB,1.37603312871994e+001°)
2.50593616813636e+002	(2.75244006299780e+001dB,1.06910165778227e+001°)
3.15478672240097e+002	(2.75457846172187e+001dB,8.18336629555895e+000°)
3.97164117362141e+002	(2.75590549377773e+001dB,6.10766474734452e+000°)
5.00000000000000e+002	(2.75670538254031e+001dB,4.35531111522482e+000°)
6.29462705897084e+002	(2.75714991049525e+001dB,2.83398373569989e+000°)
7.92446596230557e+002	(2.75733470846728e+001dB,1.46321427054907e+000°)
9.97631157484441e+002	(2.75729960692245e+001dB,1.70372928089981e-001°)
1.25594321575479e+003	(2.75703718044496e+001dB,-1.11301707415151e+000°)
1.58113883008419e+003	(2.75649128169820e+001dB,-2.45474271641868e+000°)
1.99053585276749e+003	(2.75554537084595e+001dB,-3.92523705443103e+000°)
2.50593616813636e+003	(2.75399852112252e+001dB,-5.60083389390456e+000°)
3.15478672240097e+003	(2.75152494344143e+001dB,-7.56688215657419e+000°)
3.97164117362141e+003	(2.74761079432888e+001dB,-9.92045659105328e+000°)
5.00000000000001e+003	(2.74146060179401e+001dB,-1.27720285706940e+001°)
6.29462705897085e+003	(2.73186695005444e+001dB,-1.62448359773318e+001°)
7.92446596230558e+003	(2.71704583981095e+001dB,-2.04697970114653e+001°)
9.97631157484441e+003	(2.69446456209887e+001dB,-2.55729400558450e+001°)
1.25594321575479e+004	(2.66073686978088e+001dB,-3.16525569532847e+001°)
1.58113883008419e+004	(2.61172206224962e+001dB,-3.87468937059828e+001°)
1.99053585276749e+004	(2.54297997555671e+001dB,-4.68022435252960e+001°)
2.50593616813637e+004	(2.45058995468132e+001dB,-5.56623413492528e+001°)
3.15478672240097e+004	(2.33201191857658e+001dB,-6.50990235595325e+001°)
3.97164117362142e+004	(2.18642705355178e+001dB,-7.48786818133106e+001°)
5.00000000000001e+004	(2.01424532912191e+001dB,-8.48254759067036e+001°)
6.29462705897085e+004	(1.81610036794952e+001dB,-9.48386291608030e+001°)
7.92446596230558e+004	(1.59204374701146e+001dB,-1.04854845065022e+002°)
9.97631157484442e+004	(1.34148194379677e+001dB,-1.14785106573734e+002°)
1.25594321575479e+005	(1.06389632653434e+001dB,-1.24471034869475e+002°)
1.58113883008419e+005	(7.59863178907898e+000dB,-1.33694060613892e+002°)
1.99053585276749e+005	(4.31652179451202e+000dB,-1.42234639498221e+002°)
2.50593616813637e+005	(8.29955350685863e-001dB,-1.49941941344693e+002°)
3.15478672240097e+005	(-2.81740802718273e+000dB,-1.56771860420896e+002°)
3.97164117362142e+005	(-6.58422893853249e+000dB,-1.62782661384763e+002°)
5.00000000000000e+005	(-1.04368086910066e+001dB,-1.68106093643912e+002°)
Step Information: Run=50  (Run: 50/100)
5.00000000000000e+000	(-4.91893795396624e+000dB,-1.49878419773208e+002°)
6.29462705897084e+000	(3.86229727382082e-001dB,-1.60662988646851e+002°)
7.92446596230557e+000	(5.37901993868317e+000dB,-1.74005454795286e+002°)
9.97631157484440e+000	(9.94170649922329e+000dB,1.70246344908300e+002°)
1.25594321575479e+001	(1.39562498098797e+001dB,1.52542320365403e+002°)
1.58113883008419e+001	(1.73308236645902e+001dB,1.33654926581754e+002°)
1.99053585276749e+001	(2.00275366849729e+001dB,1.14576718941646e+002°)
2.50593616813636e+001	(2.20753146026743e+001dB,9.63068899890733e+001°)
3.15478672240097e+001	(2.35591132567457e+001dB,7.96309095125743e+001°)
3.97164117362141e+001	(2.45927151084641e+001dB,6.50029130773454e+001°)
5.00000000000000e+001	(2.52909522387507e+001dB,5.25574852824947e+001°)
6.29462705897084e+001	(2.57521559055395e+001dB,4.21993608239630e+001°)
7.92446596230557e+001	(2.60520437544920e+001dB,3.37060719775747e+001°)
9.97631157484440e+001	(2.62449739434013e+001dB,2.68070906203486e+001°)
1.25594321575479e+002	(2.63682127279405e+001dB,2.12320842094841e+001°)
1.58113883008419e+002	(2.64465513301462e+001dB,1.67348427997877e+001°)
1.99053585276749e+002	(2.64961609686506e+001dB,1.31019471870099e+001°)
2.50593616813636e+002	(2.65274514548593e+001dB,1.01532229409996e+001°)
3.15478672240097e+002	(2.65470568786460e+001dB,7.73837556112991e+000°)
3.97164117362141e+002	(2.65591610439912e+001dB,5.73221189653489e+000°)
5.00000000000000e+002	(2.65663575041526e+001dB,4.02962610684435e+000°)
6.29462705897084e+002	(2.65701921368935e+001dB,2.54084893484759e+000°)
7.92446596230557e+002	(2.65714900571630e+001dB,1.18710988498758e+000°)
9.97631157484441e+002	(2.65705313691107e+001dB,-1.03304627720684e-001°)
1.25594321575479e+003	(2.65671115773868e+001dB,-1.39868351331474e+000°)
1.58113883008419e+003	(2.65604996492369e+001dB,-2.76731559708632e+000°)
1.99053585276749e+003	(2.65492866441564e+001dB,-4.28078603038264e+000°)
2.50593616813636e+003	(2.65310979379685e+001dB,-6.01715803653518e+000°)
3.15478672240097e+003	(2.65021212288226e+001dB,-8.06391762842012e+000°)
3.97164117362141e+003	(2.64563831516555e+001dB,-1.05203011748994e+001°)
5.00000000000001e+003	(2.63847004391747e+001dB,-1.34981685646752e+001°)
6.29462705897085e+003	(2.62732664211390e+001dB,-1.71198555072532e+001°)
7.92446596230558e+003	(2.61019707204152e+001dB,-2.15104963114042e+001°)
9.97631157484441e+003	(2.58428792961589e+001dB,-2.67816784423878e+001°)
1.25594321575479e+004	(2.54598671755720e+001dB,-3.30045027348097e+001°)
1.58113883008419e+004	(2.49109511861913e+001dB,-4.01757259594915e+001°)
1.99053585276749e+004	(2.41545628857070e+001dB,-4.81915164971008e+001°)
2.50593616813637e+004	(2.31587572053682e+001dB,-5.68521945285211e+001°)
3.15478672240097e+004	(2.19088438151232e+001dB,-6.59119347265033e+001°)
3.97164117362142e+004	(2.04079222475054e+001dB,-7.51551693714761e+001°)
5.00000000000001e+004	(1.86690809723704e+001dB,-8.44547078968144e+001°)
6.29462705897085e+004	(1.67039876356121e+001dB,-9.37770339404613e+001°)
7.92446596230558e+004	(1.45144736440462e+001dB,-1.03135906793818e+002°)
9.97631157484442e+004	(1.20912620679124e+001dB,-1.12522254576521e+002°)
1.25594321575479e+005	(9.42039667088590e+000dB,-1.21846751827156e+002°)
1.58113883008419e+005	(6.49433934484012e+000dB,-1.30927393799106e+002°)
1.99053585276749e+005	(3.32158373118738e+000dB,-1.39533719192989e+002°)
2.50593616813637e+005	(-7.11300491645258e-002dB,-1.47463388881781e+002°)
3.15478672240097e+005	(-3.64478718281149e+000dB,-1.54604978714034e+002°)
3.97164117362142e+005	(-7.35755916863989e+000dB,-1.60957742778967e+002°)
5.00000000000000e+005	(-1.11724590216947e+001dB,-1.66613972363441e+002°)
Step Information: Run=51  (Run: 51/100)
5.00000000000000e+000	(-3.89525928760658e+000dB,-1.50234537115592e+002°)
6.29462705897084e+000	(1.40583349143400e+000dB,-1.61028194953458e+002°)
7.92446596230557e+000	(6.39334549907909e+000dB,-1.74394844875731e+002°)
9.97631157484440e+000	(1.09485578090538e+001dB,1.69821060078073e+002°)
1.25594321575479e+001	(1.49525385612694e+001dB,1.52076627993520e+002°)
1.58113883008419e+001	(1.83131552923232e+001dB,1.33155541634760e+002°)
1.99053585276749e+001	(2.09932933792518e+001dB,1.14062485711091e+002°)
2.50593616813636e+001	(2.30236830479498e+001dB,9.58040294145104e+001°)
3.15478672240097e+001	(2.44913373825209e+001dB,7.91646929545886e+001°)
3.97164117362141e+001	(2.55114685631867e+001dB,6.45910193482218e+001°)
5.00000000000000e+001	(2.61993841111579e+001dB,5.22080945635088e+001°)
6.29462705897084e+001	(2.66531649115362e+001dB,4.19130030720266e+001°)
7.92446596230557e+001	(2.69479489083519e+001dB,3.34787365914973e+001°)
9.97631157484440e+001	(2.71374769631564e+001dB,2.66329211467955e+001°)
1.25594321575479e+002	(2.72584970176202e+001dB,2.11051557472057e+001°)
1.58113883008419e+002	(2.73354139348372e+001dB,1.66501487559643e+001°)
1.99053585276749e+002	(2.73841306815318e+001dB,1.30558795993380e+001°)
2.50593616813636e+002	(2.74148801783009e+001dB,1.01437873566424e+001°)
3.15478672240097e+002	(2.74341861649313e+001dB,7.76529924843130e+000°)
3.97164117362141e+002	(2.74461703885261e+001dB,5.79703907222782e+000°)
5.00000000000000e+002	(2.74534015185230e+001dB,4.13585361957639e+000°)
6.29462705897084e+002	(2.74574332481216e+001dB,2.69413418144133e+000°)
7.92446596230557e+002	(2.74591331916414e+001dB,1.39557218022718e+000°)
9.97631157484441e+002	(2.74588677694212e+001dB,1.71326716964327e-001°)
1.25594321575479e+003	(2.74565808334316e+001dB,-1.04348701592715e+000°)
1.58113883008419e+003	(2.74517825821007e+001dB,-2.31309964253714e+000°)
1.99053585276749e+003	(2.74434472994091e+001dB,-3.70428069198617e+000°)
2.50593616813636e+003	(2.74298009375572e+001dB,-5.28948328905723e+000°)
3.15478672240097e+003	(2.74079606354293e+001dB,-7.14991395484256e+000°)
3.97164117362141e+003	(2.73733678795921e+001dB,-9.37833069947306e+000°)
5.00000000000001e+003	(2.73189398750442e+001dB,-1.20810559517483e+001°)
6.29462705897085e+003	(2.72338657142315e+001dB,-1.53781442346217e+001°)
7.92446596230558e+003	(2.71020336630487e+001dB,-1.93998160875704e+001°)
9.97631157484441e+003	(2.69002659712181e+001dB,-2.42763240000014e+001°)
1.25594321575479e+004	(2.65969473199820e+001dB,-3.01181552415575e+001°)
1.58113883008419e+004	(2.61522442309295e+001dB,-3.69858449591641e+001°)
1.99053585276749e+004	(2.55214980353500e+001dB,-4.48561413770333e+001°)
2.50593616813637e+004	(2.46624937634195e+001dB,-5.36026628460456e+001°)
